Fecha de pago,Identificacion- NIT,Nombre Razon Social,Descripcion,Fuente,Valor,Concepto Pago,Ordenes de Pago
27/01/2016,890210945,MUNICIPIO DE GUAVATA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,1655955.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8574716
27/01/2016,890207790,MUNICIPIO DE GUEPSA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,2683056.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8574816
27/01/2016,890210438,MUNICIPIO DE HATO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,2594755.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8574916
27/01/2016,890210946,MUNICIPIO DE JESUS MARIA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,1829403.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8575016
27/01/2016,800124166,MUNICIPIO DE JORDAN,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,1061385.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8575116
27/01/2016,890210617,MUNICIPIO DE LA BELLEZA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,7048305.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8575216
27/01/2016,890210704,MUNICIPIO DE LANDAZURI,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,13712847.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8575316
27/01/2016,890205308,MUNICIPIO DE LA PAZ,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,3348185.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8575416
27/01/2016,890206110,MUNICIPIO DE LEBRIJA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,29572645.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8575516
27/01/2016,890204537,MUNICIPIO DE LOS SANTOS,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,10172001.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8575616
27/01/2016,890210947,MUNICIPIO MACARAVITA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,1595001.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8575716
27/01/2016,890205229,ALCALDIA MUNICIPIO DE MALAGA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,9403741.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8575816
27/01/2016,890206696,MUNICIPIO DE MATANZA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,4304277.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8575916
27/01/2016,890205632,MUNICIPIO DE MOGOTES,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,7401648.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8576016
27/01/2016,890205326,MUNICIPIO DE MOLAGAVITA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,3452977.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8576116
27/01/2016,890205124,MUNICIPIO DE OCAMONTE,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,3389945.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8576216
27/01/2016,890210948,MUNICIPIO DE OIBA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,9922459.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8576316
27/01/2016,890208148,MUNICIPIO DE ONZAGA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,4369481.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8576416
27/01/2016,800099818,MUNICIPIO DE PALMAR,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,2296011.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8576516
27/01/2016,800003253,MUNICIPIO DE PALMAS DEL SOCORRO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,2089647.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8576616
27/01/2016,800099819,MUNICIPIO DE PARAMO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,3361874.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8576716
27/01/2016,890205383,MUNICIPIO DE PIEDECUESTA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,106218838.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8576916
27/01/2016,890204265,MUNICIPIO DE PINCHOTE,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,3309695.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8577016
27/01/2016,890209299,MUNICIPIO DE PUENTE NACIONAL,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,6020038.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8577116
27/01/2016,800060525,MUNICIPIO DE PUERTO PARRA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,8129381.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8577216
27/01/2016,890201190,MUNICIPIO DE PUERTO WILCHES,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,28196859.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8577316
27/01/2016,890204646,MUNICIPIO DE RIONEGRO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,26780766.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8577416
27/01/2016,890204643,MUNICIPIO DE SABANA DE TORRES,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,23170029.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8577516
27/01/2016,890207022,MUNICIPIO DE SAN ANDRES,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,5106630.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8577616
27/01/2016,890210227,MUNICIPIO DE SAN BENITO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,2880938.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8577716
27/01/2016,800099824,MUNICIPIO DE SAN GIL,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,33678498.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8577816
27/01/2016,890208676,MUNICIPIO DE SAN JOAQUIN,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,1737283.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8577916
27/01/2016,890204890,MUNICIPIO DE SAN JOSE DE MIRANDA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,2241176.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8578016
27/01/2016,890210950,MUNICIPIO DE SAN MIGUEL,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,1456521.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8578116
27/01/2016,800099829,MUNICIPIO DE SAN VICENTE DE CHUCURI,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,31140700.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8578216
27/01/2016,890205973,MUNICIPIO DE SANTA BARBARA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,1663458.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8578316
27/01/2016,800099832,MUNICIPIO DE SANTA HELENA DEL OPON,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,4709194.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8578416
27/01/2016,890208807,MUNICIPIO DE SIMACOTA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,9362285.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8578516
27/01/2016,890203688,MUNICIPIO DEL SOCORRO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,17069787.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8578616
27/01/2016,890204985,MUNICIPIO DE SUAITA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,5780767.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8578716
27/01/2016,890210883,MUNICIPIO DE SUCRE,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,6059957.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8578816
27/01/2016,890205051,MUNICIPIO DE SURATA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,3032423.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8578916
27/01/2016,890205581,MUNICIPIO DE TONA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,4173564.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8579016
27/01/2016,890205460,MUNICIPIO VALLE DE SAN JOSE,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,5280320.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8579116
27/01/2016,890205677,ALCALDIA MUNICIPAL DE VELEZ,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,11690788.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8579216
27/01/2016,890210951,MUNICIPIO DE VETAS,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,1277862.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8579316
27/01/2016,890206250,MUNICIPIO DE VILLANUEVA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,4032828.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8579416
27/01/2016,890204138,MUNICIPIO DE ZAPATOCA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,5678961.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8579516
27/01/2016,890201235,DEPARTAMENTO DE SANTANDER,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,1235031581.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8579616
27/01/2016,800104062,MUNICIPIO DE SINCELEJO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SUCRE,Nación,174932198.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8579716
27/01/2016,892201286,MUNICIPIO DE BUENAVISTA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SUCRE,Nación,6502584.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8579816
27/01/2016,892200058,MUNICIPIO DE CAIMITO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SUCRE,Nación,14276105.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8579916
27/01/2016,892280053,MUNICIPIO DE COLOSO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SUCRE,Nación,6727867.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8580016
27/01/2016,892280032,MUNICIPIO DE COROZAL,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SUCRE,Nación,41391663.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8580116
27/01/2016,823003543,MUNICIPIO DE COVEÑAS,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SUCRE,Nación,10755616.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8580216
27/01/2016,892200740,MUNICIPIO DE CHALAN,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SUCRE,Nación,4703022.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8580316
27/01/2016,823002595,MUNICIPIO DE EL ROBLE,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SUCRE,Nación,9766510.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8580416
27/01/2016,800049826,MUNICIPIO DE GALERAS,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SUCRE,Nación,14492145.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8580516
27/01/2016,800061313,MUNICIPIO DE GUARANDA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SUCRE,Nación,14521692.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8580616
27/01/2016,800050331,MUNICIPIO DE LA UNION,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SUCRE,Nación,10721574.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8580716
27/01/2016,892201287,MUNICIPIO DE LOS PALMITOS,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SUCRE,Nación,14400350.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8580816
27/01/2016,892280057,MUNICIPIO DE MAJAGUAL,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SUCRE,Nación,31142760.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8580916
27/01/2016,892201296,MUNICIPIO DE MORROA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SUCRE,Nación,13941815.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8581016
27/01/2016,800100729,MUNICIPIO DE OVEJAS,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SUCRE,Nación,17500662.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8581116
27/01/2016,892200312,MUNICIPIO DE PALMITO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SUCRE,Nación,11059593.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8581216
27/01/2016,892280055,MUNICIPIO DE SAMPUES,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SUCRE,Nación,32142445.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8581316
27/01/2016,892280054,MUNICIPIO DE SAN BENITO ABAD,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SUCRE,Nación,28702754.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8581416
27/01/2016,892201282,MUNICIPIO DE SAN JUAN DE BETULIA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SUCRE,Nación,12223519.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8581516
27/01/2016,892200591,MUNICIPIO DE SAN MARCOS,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SUCRE,Nación,44596076.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8581616
27/01/2016,892200592,MUNICIPIO DE SAN ONOFRE,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SUCRE,Nación,38874141.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8581716
27/01/2016,892280063,MUNICIPIO DE SAN PEDRO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SUCRE,Nación,12199772.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8581816
27/01/2016,800100747,MUNICIPIO DE SINCE,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SUCRE,Nación,26517363.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8581916
27/01/2016,892280061,MUNICIPIO DE SUCRE SUCRE,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SUCRE,Nación,23729142.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8582016
27/01/2016,892200839,MUNICIPIO DE TOLU EN REESTRUCTURACION,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SUCRE,Nación,21934048.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8582116
27/01/2016,800100751,MUNICIPIO DE TOLUVIEJO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SUCRE,Nación,17304690.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8582216
27/01/2016,892280021,DEPARTAMENTO DE SUCRE,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SUCRE,Nación,535958269.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8582316
27/01/2016,800113389,ALCALDIA MUNICIPAL DE IBAGUE,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE TOLIMA,Nación,387171439.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8582416
27/01/2016,890702017,MUNICIPIO DE ALPUJARRA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE TOLIMA,Nación,5281911.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8582516
27/01/2016,890700961,MUNICIPIO DE ALVARADO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE TOLIMA,Nación,7729071.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8582616
27/01/2016,800100048,MUNICIPIO DE AMBALEMA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE TOLIMA,Nación,5119359.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8582716
27/01/2016,890702018,MUNICIPIO DE ANZOATEGUI,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE TOLIMA,Nación,12285740.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8582816
27/01/2016,890700982,ALCALDIA MUNICIPAL DE ARMERO GUAYABAL,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE TOLIMA,Nación,9035922.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8582916
27/01/2016,800100049,MUNICIPIO DE ATACO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE TOLIMA,Nación,22299606.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8583016
27/01/2016,890700859,MUNICIPIO DE CAJAMARCA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE TOLIMA,Nación,15032344.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8583116
27/01/2016,800100050,MUNICIPIO CARMEN DE APICALA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE TOLIMA,Nación,6550230.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8583216
27/01/2016,890702021,MUNICIPIO DE CASABIANCA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE TOLIMA,Nación,2791096.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8583316
27/01/2016,800100053,MUNICIPIO DE CHAPARRAL,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE TOLIMA,Nación,44803376.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8583416
27/01/2016,800100051,MUNICIPIO DE COELLO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE TOLIMA,Nación,8319040.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8583516
27/01/2016,890702023,MUNICIPIO DE COYAIMA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE TOLIMA,Nación,24084569.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8583616
27/01/2016,800100052,MUNICIPIO DE CUNDAY,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE TOLIMA,Nación,9883251.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8583716
27/01/2016,890702026,MUNICIPIO DE DOLORES TOLIMA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE TOLIMA,Nación,9053244.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8583816
27/01/2016,890702027,MUNICIPIO DEL ESPINAL,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE TOLIMA,Nación,47703747.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8583916
27/01/2016,800100054,ALCALDIA DE FALAN,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE TOLIMA,Nación,7010898.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8584016
27/01/2016,800100055,MUNICIPIO DE FLANDES,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE TOLIMA,Nación,16040988.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8584116
27/01/2016,800100056,MUNICIPIO DE FRESNO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE TOLIMA,Nación,20018525.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8584216
27/01/2016,890702015,MUNICIPIO DEL GUAMO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE TOLIMA,Nación,23129436.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8584316
27/01/2016,800100057,MUNICIPIO DE HERVEO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE TOLIMA,Nación,4795193.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8584416
27/01/2016,800100058,MUNICIPIO DE HONDA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE TOLIMA,Nación,14400830.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8584516
27/01/2016,800100059,MUNICIPIO DE ICONONZO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE TOLIMA,Nación,8833404.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8584616
27/01/2016,890702034,MUNICIPIO DE LERIDA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE TOLIMA,Nación,11920222.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8584716
27/01/2016,800100061,ALCALDIA MUNICIPIO DEL LIBANO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE TOLIMA,Nación,25432467.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8584816
27/01/2016,890701342,MUNICIPIO DE MARIQUITA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE TOLIMA,Nación,19876761.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8584916
27/01/2016,890701933,MUNICIPIO DE MELGAR,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE TOLIMA,Nación,21312518.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8585016
27/01/2016,800010350,ALCALDIA MUNICIPIO MURILLO TOLIMA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE TOLIMA,Nación,3921848.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8585116
27/01/2016,800100134,MUNICIPIO DE NATAGAIMA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE TOLIMA,Nación,18130402.0,GIRO SGP SALUD PUBLICA ULTIMA DOCEAVA VIG 2015,8585216
